file,theorem,kind,n_lemmas,axis1,axis2,verified,lemmas
normal_form_afp_textbook__lemma_act_sym_preserves_canonical,_tactus_precondition_normal_form_afp_textbook.lemma_act_sym_preserves_canonical_at_normal_form_afp_textbook_5968_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_act_sym_preserves_canonical,_tactus_precondition_normal_form_afp_textbook.lemma_act_sym_preserves_canonical_at_normal_form_afp_textbook_5970_9_5,precondition,14,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Nat.not_lt;ge_iff_le
normal_form_afp_textbook__lemma_afp_injectivity_textbook,_tactus_precondition_normal_form_afp_textbook.lemma_afp_injectivity_textbook_at_normal_form_afp_textbook_7958_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_b_rcoset_rep_idempotent,_tactus_precondition_normal_form_afp_textbook.lemma_b_rcoset_rep_idempotent_at_normal_form_afp_textbook_10741_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_b_rcoset_rep_idempotent,_tactus_precondition_normal_form_afp_textbook.lemma_b_rcoset_rep_idempotent_at_normal_form_afp_textbook_10742_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_b_rcoset_rep_idempotent,_tactus_precondition_normal_form_afp_textbook.lemma_b_rcoset_rep_idempotent_at_normal_form_afp_textbook_10743_5_6,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_equiv_inverse_helper,_tactus_postcondition_normal_form_afp_textbook.lemma_equiv_inverse_helper_at_normal_form_afp_textbook_7151_9_12,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_equiv_inverse_helper,_tactus_precondition_normal_form_afp_textbook.lemma_equiv_inverse_helper_at_normal_form_afp_textbook_7154_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_equiv_inverse_helper,_tactus_precondition_normal_form_afp_textbook.lemma_equiv_inverse_helper_at_normal_form_afp_textbook_7158_5_5,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_equiv_inverse_helper,_tactus_precondition_normal_form_afp_textbook.lemma_equiv_inverse_helper_at_normal_form_afp_textbook_7160_5_7,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_equiv_inverse_helper,_tactus_precondition_normal_form_afp_textbook.lemma_equiv_inverse_helper_at_normal_form_afp_textbook_7161_5_9,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_equiv_inverse_helper,_tactus_precondition_normal_form_afp_textbook.lemma_equiv_inverse_helper_at_normal_form_afp_textbook_7166_5_11,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_insert_trivial_at_state,_tactus_postcondition_normal_form_afp_textbook.lemma_insert_trivial_at_state_at_normal_form_afp_textbook_1900_9_4,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_inv_s_s_cancel_g2,_tactus_postcondition_normal_form_afp_textbook.lemma_inv_s_s_cancel_g2_at_normal_form_afp_textbook_10874_9_3,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_inv_s_s_cancel_g2,_tactus_precondition_normal_form_afp_textbook.lemma_inv_s_s_cancel_g2_at_normal_form_afp_textbook_10879_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_inverse_pair_g1,_tactus_precondition_normal_form_afp_textbook.lemma_inverse_pair_g1_at_normal_form_afp_textbook_10350_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_inverse_pair_g1,_tactus_precondition_normal_form_afp_textbook.lemma_inverse_pair_g1_at_normal_form_afp_textbook_10353_9_5,precondition,15,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_and;Classical.not_forall;not_imp
normal_form_afp_textbook__lemma_inverse_pair_g1,_tactus_precondition_normal_form_afp_textbook.lemma_inverse_pair_g1_at_normal_form_afp_textbook_10360_13_8,precondition,20,DERIVABLE,REWRITE-CLOSURE(core-extended)+omega,omega-tail,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_and;Classical.not_forall;not_imp;not_or;Decidable.not_not;gt_iff_lt;and_true;Int.ofNat_zero_le
normal_form_afp_textbook__lemma_inverse_pair_g1,_tactus_precondition_normal_form_afp_textbook.lemma_inverse_pair_g1_at_normal_form_afp_textbook_10363_13_11,precondition,20,DERIVABLE,REWRITE-CLOSURE(core-extended)+omega,omega-tail,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_and;Classical.not_forall;not_imp;not_or;Decidable.not_not;gt_iff_lt;and_true;Int.ofNat_zero_le
normal_form_afp_textbook__lemma_trivial_action_inverse,_tactus_postcondition_normal_form_afp_textbook.lemma_trivial_action_inverse_at_normal_form_afp_textbook_4881_9_4,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_afp_textbook__lemma_trivial_action_inverse,_tactus_precondition_normal_form_afp_textbook.lemma_trivial_action_inverse_at_normal_form_afp_textbook_4883_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_amalgamated__lemma_h_inv_pair,_tactus_precondition_normal_form_amalgamated.lemma_h_inv_pair_at_normal_form_amalgamated_1099_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
normal_form_amalgamated__lemma_h_inv_pair,_tactus_precondition_normal_form_amalgamated.lemma_h_inv_pair_at_normal_form_amalgamated_1101_9_5,precondition,14,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Nat.not_lt;ge_iff_le
phi_l_mapb__lemma_mapb_factor_source,_tactus_assert_phi_l_mapb.lemma_mapb_factor_source_at_phi_l_mapb_275_12_2,assert,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
phi_l_mapb__lemma_mapb_factor_source,_tactus_assert_phi_l_mapb.lemma_mapb_factor_source_at_phi_l_mapb_278_12_5,assert,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
phi_l_mapb__lemma_mapb_factor_source,_tactus_assert_phi_l_mapb.lemma_mapb_factor_source_at_phi_l_mapb_282_12_8,assert,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
phi_l_mapb__lemma_mapb_factor_source,_tactus_postcondition_phi_l_mapb.lemma_mapb_factor_source_at_phi_l_mapb_268_9_11,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
phi_l_mapb__lemma_mapb_factor_source,_tactus_precondition_phi_l_mapb.lemma_mapb_factor_source_at_phi_l_mapb_277_5_4,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
phi_l_mapb__lemma_mapb_factor_source,_tactus_precondition_phi_l_mapb.lemma_mapb_factor_source_at_phi_l_mapb_281_5_7,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
phi_l_mapb__lemma_mapb_factor_source,_tactus_precondition_phi_l_mapb.lemma_mapb_factor_source_at_phi_l_mapb_284_5_10,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_self
phi_l_pinch__lemma_a_words_F_fixes_config,_tactus_postcondition_phi_l_pinch.lemma_a_words_F_fixes_config_at_phi_l_pinch_80_9_7,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
phi_l_pinch__lemma_a_words_F_fixes_config,_tactus_precondition_phi_l_pinch.lemma_a_words_F_fixes_config_at_phi_l_pinch_83_5_3,precondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Nat.le_add_left
phi_l_pinch__lemma_a_words_F_fixes_config,_tactus_precondition_phi_l_pinch.lemma_a_words_F_fixes_config_at_phi_l_pinch_84_5_5,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
phi_l_pinch__lemma_a_words_F_on_pa_rhs,_tactus_postcondition_phi_l_pinch.lemma_a_words_F_on_pa_rhs_at_phi_l_pinch_95_9_8,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
phi_l_pinch__lemma_a_words_F_on_pa_rhs,_tactus_precondition_phi_l_pinch.lemma_a_words_F_on_pa_rhs_at_phi_l_pinch_100_5_3,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
phi_l_pinch__lemma_a_words_F_on_pa_rhs,_tactus_precondition_phi_l_pinch.lemma_a_words_F_on_pa_rhs_at_phi_l_pinch_101_5_5,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
phi_l_pinch__lemma_a_words_F_on_pa_rhs,_tactus_precondition_phi_l_pinch.lemma_a_words_F_on_pa_rhs_at_phi_l_pinch_102_5_7,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_postcondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6260_9_21,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6262_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6263_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6264_5_6,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6266_5_8,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6268_5_10,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6270_5_12,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6272_5_14,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6273_5_16,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6274_5_18,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_group_cancel_right,_tactus_precondition_pred_britton_via_tower.lemma_group_cancel_right_at_pred_britton_via_tower_6277_5_20,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_hnn_relator_preserves,_tactus_precondition_pred_britton_via_tower.lemma_hnn_relator_preserves_at_pred_britton_via_tower_7295_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_inv_shift_word_valid_for_tower,_tactus_postcondition_pred_britton_via_tower.lemma_inv_shift_word_valid_for_tower_at_pred_britton_via_tower_1269_9_5,postcondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_inv_shift_word_valid_for_tower,_tactus_precondition_pred_britton_via_tower.lemma_inv_shift_word_valid_for_tower_at_pred_britton_via_tower_1273_5_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_inv_shift_word_valid_for_tower,_tactus_precondition_pred_britton_via_tower.lemma_inv_shift_word_valid_for_tower_at_pred_britton_via_tower_1274_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_no_pinch_action_nontrivial,_tactus_postcondition_pred_britton_via_tower.lemma_no_pinch_action_nontrivial_at_pred_britton_via_tower_7916_9_7,postcondition,13,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;ge_iff_le
pred_britton_via_tower__lemma_no_pinch_action_nontrivial,_tactus_precondition_pred_britton_via_tower.lemma_no_pinch_action_nontrivial_at_pred_britton_via_tower_7919_5_2,precondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_false_eq_true
pred_britton_via_tower__lemma_no_pinch_action_nontrivial,_tactus_precondition_pred_britton_via_tower.lemma_no_pinch_action_nontrivial_at_pred_britton_via_tower_7920_5_4,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_no_pinch_action_nontrivial,_tactus_precondition_pred_britton_via_tower.lemma_no_pinch_action_nontrivial_at_pred_britton_via_tower_7921_5_6,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_not_in_left_subgroup_rep_nonempty,_tactus_postcondition_pred_britton_via_tower.lemma_not_in_left_subgroup_rep_nonempty_at_pred_britton_via_tower_2965_9_3,postcondition,14,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;imp_false;not_true_eq_false
pred_britton_via_tower__lemma_not_in_left_subgroup_rep_nonempty,_tactus_postcondition_pred_britton_via_tower.lemma_not_in_left_subgroup_rep_nonempty_at_pred_britton_via_tower_2965_9_4,postcondition,15,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_and;Classical.not_forall;not_imp
pred_britton_via_tower__lemma_not_in_left_subgroup_rep_nonempty,_tactus_precondition_pred_britton_via_tower.lemma_not_in_left_subgroup_rep_nonempty_at_pred_britton_via_tower_2968_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_not_in_right_subgroup_rep_nonempty,_tactus_postcondition_pred_britton_via_tower.lemma_not_in_right_subgroup_rep_nonempty_at_pred_britton_via_tower_2948_9_3,postcondition,13,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_true_eq_false
pred_britton_via_tower__lemma_not_in_right_subgroup_rep_nonempty,_tactus_postcondition_pred_britton_via_tower.lemma_not_in_right_subgroup_rep_nonempty_at_pred_britton_via_tower_2948_9_4,postcondition,15,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_and;Classical.not_forall;not_imp
pred_britton_via_tower__lemma_not_in_right_subgroup_rep_nonempty,_tactus_precondition_pred_britton_via_tower.lemma_not_in_right_subgroup_rep_nonempty_at_pred_britton_via_tower_2952_9_2,precondition,12,DERIVABLE,REWRITE-CLOSURE(fixed-core),yes,and_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add
pred_britton_via_tower__lemma_stable_pair_inv_gen,_tactus_precondition_pred_britton_via_tower.lemma_stable_pair_inv_gen_at_pred_britton_via_tower_7222_9_2,precondition,17,DERIVABLE,REWRITE-CLOSURE(core-extended),yes,gt_iff_lt;and_imp;not_and;Classical.not_forall;not_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;not_false_eq_true
pred_britton_via_tower__lemma_stable_pair_inv_gen,_tactus_precondition_pred_britton_via_tower.lemma_stable_pair_inv_gen_at_pred_britton_via_tower_7224_9_5,precondition,18,MIN-FAILS,MIN-FAILS,NO,gt_iff_lt;and_imp;not_and;Classical.not_forall;not_imp;forall_eq;and_self;implies_true;eq_iff_iff;true_and;Nat.zero_add;Int.cast_ofNat_Int;Int.zero_add;Int.sub_zero;Nat.add_zero;Int.natCast_add;Decidable.not_not;imp_self
